Product Mix Report - Chumley's ,,,,,,,,,,,,,,
01-01-2025 to 12-31-2025,,,,,,,,,,,,,,
Type,Name,Sold,Void,Comp,Price,Cost,Gross,Comps,Total Tax,Net,Gross Profit,Receipt Total,Category Name,Identifier
Item,Dogfish Head SeaQuench,53,0,0,7,0,371,0,0,371,371,371,Bottle Beer,
Item,CH Tigershrimp 3,13,0,0,10.31,0,140.9,19,6.9,115,115,121.9,Food,
Item,Open Food,103,4,0,48.01,0,4995.28,300,50.28,4645,4645,4695.28,Food,
Item,Mirabeau,4,1,0,13.75,0,55,10,0,45,45,45,Liquor,
Item,Pimms Cup,294,2,0,12.02,0,3535,48,0,3487,3487,3487,Liquor,
Item,Bookers,5,0,0,24,0,120,48,0,72,72,72,Liquor,
Item,Noche Perfecta,6,0,0,14,0,84,14,0,70,70,70,Liquor,
Item,CH Glazed Ham,10,0,2,20,0,252,40,12,200,200,212,Food,
Item,CH Lemon Sorbet,5,0,0,7,0,36.68,7,1.68,28,28,29.68,Food,
Item,CH Mac & Cheese,29,0,0,16,0,487.04,80,23.04,384,384,407.04,Food,
Item,D/ Troegs Pils,45,0,0,7,0,315,0,0,315,315,315,Draft Beer,
Item,CH Turkey Wrap,14,0,0,14.61,0,215.06,28.5,10.56,176,176,186.56,Food,
Item,Coffee,97,4,0,3.46,0,355.74,7,19.74,329,329,348.74,Beverage,
Item,CH Zesty Crab Dip,48,1,0,10.88,0,549,72,27,450,450,477,Food,
Item,Jack Daniels,199,1,0,7.14,0,1420,28,0,1392,1392,1392,Liquor,
Item,El Tesoro SINGLE BARREL,30,1,0,19,0,570,98,0,472,472,472,Liquor,
Item,CH Moules-Frites,24,0,1,17,0,447.95,42.5,22.95,382.5,382.5,405.45,Food,
Item,Auchentoshan triplewood,29,0,0,19.17,0,556,40,0,516,516,516,Liquor,
Item,CH Charcuterie Plate,51,1,0,13.73,0,739.51,41.5,39.51,658.5,658.5,698.01,Food,
Item,Black Tom Cassidy,32,0,0,16,0,512,80,0,432,432,432,Liquor,
Item,"CH Tin, Mackeral Mustard",24,0,0,15,0,378.9,45,18.9,315,315,333.9,Food,
Item,Straub,2,0,0,5,0,10,10,0,0,0,0,Bottle Beer,
Item,CH Hot Dog Custom,156,1,8,8.58,0,1475.78,270,68.28,1137.5,1137.5,1205.78,Food,
Item,D/ Toppling ipa,78,0,0,7,0,546,14,0,532,532,532,Draft Beer,
Item,CH Steamed Mussels,9,0,0,19,0,180.12,19,9.12,152,152,161.12,Food,
Item,Chumleyâ€™s Hat,8,0,0,30,0,240,60,0,180,180,180,Retail Nontax,
Item,Trieste Caffe,10,0,0,13,0,130,0,0,130,130,130,Liquor,
Item,CH Sundae,26,0,0,8.27,0,224.93,49.5,9.93,165.5,165.5,175.43,Food,
Item,Sfumato,1,0,0,12,0,12,12,0,0,0,0,Liquor,
Item,Scorpion Anejo,10,0,0,15.5,0,155,14,0,141,141,141,Liquor,
Item,Larceny,31,0,0,11.58,0,359,0,0,359,359,359,Liquor,
Item,Miller Lite,1094,3,0,6,0,6564,42,0,6522,6522,6522,Bottle Beer,
Item,"CH Tin, Tuna Sun Dried Tomato",20,0,0,21,0,442.68,42,22.68,378,378,400.68,Food,
Item,CH Smoked Salmon,24,0,1,17,0,448.46,34,23.46,391,391,414.46,Food,
Item,"Prosecco, Bottle",16,0,0,36,0,576,36,0,540,540,540,Wine,
Item,D/ Appalachian Plays Well,49,1,0,8,0,392,8,0,384,384,384,Draft Beer,
Item,Saffron Bijou,12,0,0,15,0,180,15,0,165,165,165,Liquor,
Item,Paddy Irish Whiskey,2,0,0,10,0,20,20,0,0,0,0,Liquor,
Item,CH Ganache,6,0,0,8,0,50.16,12,2.16,36,36,38.16,Food,
Item,CH Bambi Aubergine Slider,4,0,0,7,0,29.2,0,1.2,28,28,29.2,Food,
Item,Weller 107,26,1,0,18.19,0,473,0,0,473,473,473,Liquor,
Item,CH Teriyaki Salmon,17,0,0,19,0,338.39,66.5,15.39,256.5,256.5,271.89,Food,
Item,D/ Founders Breakfast Stout SHORT,20,0,0,7,0,140,0,0,140,140,140,Draft Beer,
Item,Sangria,1350,2,1,13,0,17563,273,0,17290,17290,17290,Liquor,
Item,Makers Mark,722,2,0,12.25,0,8841,173,0,8668,8668,8668,Liquor,
Item,Tanqueray,126,1,2,12.53,0,1604,51,0,1553,1553,1553,Liquor,
Item,Death in Venice 2.0,1,0,0,15,0,15,0,0,15,15,15,Liquor,
Item,Jameson Black,13,0,0,15.54,0,202,38,0,164,164,164,Liquor,
Item,Ottos Apricot,215,0,0,7,0,1505,42,0,1463,1463,1463,Bottle Beer,
Item,Ocho Plata,47,0,0,12.55,0,590,24,0,566,566,566,Liquor,
Item,CH Spinach Salad,14,1,0,12,0,176.64,24,8.64,144,144,152.64,Food,
Item,Nolets,13,0,0,19,0,247,0,0,247,247,247,Liquor,
Item,Santa Sails the Seven Seas,88,0,0,16,0,1408,32,0,1376,1376,1376,Liquor,
Item,Woodford,133,1,0,13.05,0,1735,45,0,1690,1690,1690,Liquor,
Item,Four Roses Sb,4,0,0,16,0,64,0,0,64,64,64,Liquor,
Item,CH Bass,11,0,0,21,0,243.6,21,12.6,210,210,222.6,Food,
Item,CH Risotto,18,0,0,16,0,303.36,32,15.36,256,256,271.36,Food,
Item,Dekyuper apple pucker,7,0,0,9.14,0,64,0,0,64,64,64,Liquor,
Item,D/ Sierra Hazy IPA,129,0,0,7,0,903,14,0,889,889,889,Draft Beer,
Item,"CH Tin, Calamari Ragout",6,0,0,17,0,108.12,0,6.12,102,102,108.12,Food,
Item,Glenfiddich 12,4,0,0,17,0,68,0,0,68,68,68,Liquor,
Item,Balvenie 14 Carribean,4,0,0,23,0,92,0,0,92,92,92,Liquor,
Item,Casualty,54,0,0,16.19,0,874,34,0,840,840,840,Liquor,
Item,CH Hummus,47,1,2,14.12,0,728.66,81,36.66,611,611,647.66,Food,
Item,Green Tea,382,1,0,7,0,2674,28,0,2646,2646,2646,Liquor,
Item,Rumpleminz,31,0,0,6,0,186,0,0,186,186,186,Liquor,
Item,Peach Schnapp,12,2,0,6.42,0,77,0,0,77,77,77,Liquor,
Item,Pride Blue Hawaiian,1,0,0,10,0,10,0,0,10,10,10,Liquor,
Item,Juice mocktail,26,0,0,5,0,130,5,0,125,125,125,Liquor,
Item,Pimms Cabaret,136,1,0,14,0,1904,42,0,1862,1862,1862,Liquor,
Item,Cocchi Dopo Teatro,6,0,0,10,0,60,0,0,60,60,60,Liquor,
Item,Miller Lite Promo,8,0,0,4,0,32,0,0,32,32,32,Bottle Beer,
Item,CH Cheesecake Bites,12,0,0,7,0,88.2,14,4.2,70,70,74.2,Food,
Item,Michelada,9,0,0,9,0,81,0,0,81,81,81,Liquor,
Item,Derrumbes San Luis,59,0,0,11.98,0,707,90,0,617,617,617,Liquor,
Item,Fundraiser Croissant,7,0,0,3,0,0,0,0,0,0,21,ROA/DEPOSITS,
Item,"CH Tin, Sardines Brava",14,0,0,21,0,311.64,0,17.64,294,294,311.64,Food,
Item,Soda,398,7,3,3.29,0,1396.47,39.48,77.18,1279.81,1279.81,1356.99,Beverage,
Item,Bells 2 Heart,180,0,0,7,0,1260,21,0,1239,1239,1239,Bottle Beer,
Item,Milagro Anejo,5,0,0,13.8,0,69,0,0,69,69,69,Liquor,
Item,CH Fish Fry,42,0,0,13,0,575.64,52,29.64,494,494,523.64,Food,
Item,Elijah Craig Single Barrel,35,1,0,16.23,0,568,37,0,531,531,531,Liquor,
Item,Courvoisier VSOP,8,0,0,12,0,96,9,0,87,87,87,Liquor,
Item,"CH Tin, Organic Tuna",11,0,0,14,0,163.24,0,9.24,154,154,163.24,Food,
Item,CH Rice Pudding,5,0,0,9,0,47.16,9,2.16,36,36,38.16,Food,
Item,Ketel One,479,8,0,9.68,0,4637,63,0,4574,4574,4574,Liquor,
Item,Hurricane,523,2,0,9,0,4707,45,0,4662,4662,4662,Liquor,
Item,French Goodbye,582,6,0,14.01,0,8152,196,0,7956,7956,7956,Liquor,
Item,Open Draft Beer,310,2,0,4.87,0,1509.3,31,0,1478.3,1478.3,1478.3,Draft Beer,
Item,CH Little Gem Salad,26,0,0,14.81,0,402.73,89.5,17.73,295.5,295.5,313.23,Food,
Item,Milagro select anejo,3,0,0,18,0,54,0,0,54,54,54,Liquor,
Item,D/ Troegs Field Study IPA,391,0,0,7,0,2737,28,0,2709,2709,2709,Draft Beer,
Item,Del Maguey Albarradas,1,0,0,22,0,22,0,0,22,22,22,Liquor,
Item,CH Nuts & Olives,8,0,0,13,0,110.24,0,6.24,104,104,110.24,Food,
Item,Pinn Whipped,4,0,0,5,0,20,0,0,20,20,20,Liquor,
Item,El Tesoro Reposado,2,0,0,12,0,24,12,0,12,12,12,Liquor,
Item,Byrrh Quinquina,4,0,0,9,0,36,12,0,24,24,24,Liquor,
Item,Open Wine,11,1,0,6.73,0,74,5,0,69,69,69,Wine,
Item,CH Pollo Chicken & Rice,23,0,3,19,0,516.8,114,22.8,380,380,402.8,Food,
Item,"CH Tin, Oysters Habanero",11,0,0,20,0,233.2,0,13.2,220,220,233.2,Food,
Item,"CH Tin, Sardines Butter Garlic",1,0,0,15,0,15.9,0,0.9,15,15,15.9,Food,
Item,"CH Tin, Blue Mussels",16,0,0,15,0,254.4,0,14.4,240,240,254.4,Food,
Item,CH Kebab,10,0,0,15,0,158.1,15,8.1,135,135,143.1,Food,
Item,Roku,78,0,0,14.97,0,1168,15,0,1153,1153,1153,Liquor,
Item,Michters Rye,24,0,0,15,0,360,0,0,360,360,360,Liquor,
Item,CH Jagerschnitzel,23,0,0,25,0,605,75,30,500,500,530,Food,
Item,St Paddy Fitzmartin,23,1,0,16,0,368,32,0,336,336,336,Liquor,
Item,CH Peanut Butter Custard,3,1,0,8,0,25.44,0,1.44,24,24,25.44,Food,
Item,Long Island Iced Tea,175,1,0,8,0,1400,8,0,1392,1392,1392,Liquor,
Item,CH Crab Fries,23,0,0,12,0,291.12,24,15.12,252,252,267.12,Food,
Item,La Grimas Masparillo,2,0,0,12,0,24,0,0,24,24,24,Liquor,
Item,CH Grilled Cheese,20,0,2,12,0,278.04,30,14.04,234,234,248.04,Food,
Item,"CH Tin, Mackeral Curry",14,0,0,19,0,281.96,0,15.96,266,266,281.96,Food,
Item,Angels Envy Rye,4,0,0,24.5,0,98,0,0,98,98,98,Liquor,
Item,CH Mushrooms,12,0,0,11,0,137.94,33,5.94,99,99,104.94,Food,
Item,Ham\Cheddar Croquettes,3,0,0,12,0,36,36,0,0,0,0,Food,
Item,5 Sentidos,3,0,0,20.33,0,61,0,0,61,61,61,Liquor,
Item,St George Chile Vodka,13,0,0,11.69,0,152,12,0,140,140,140,Liquor,
Item,Toki Highball,3,0,0,14,0,42,28,0,14,14,14,Liquor,
Item,Mediterranean Snowball,17,0,0,13,0,221,0,0,221,221,221,Liquor,
Item,Occidental Tobala,33,0,0,11.85,0,391,10,0,381,381,381,Liquor,
Item,Yule Mule,212,0,0,12,0,2544,24,0,2520,2520,2520,Liquor,
Item,Scapegrace,28,0,0,15.75,0,441,34,0,407,407,407,Liquor,
Item,D/ Allagash,2698,9,2,7,0,18900,196,0,18704,18704,18704,Draft Beer,
Item,1792 Full Proof,21,0,0,16.52,0,347,83,0,264,264,264,Liquor,
Item,CH Lamb Sliders,22,0,2,17,0,429.42,51,21.42,357,357,378.42,Food,
Item,Alaska,1,0,0,15,0,15,0,0,15,15,15,Liquor,
Item,Bloody Mary,86,1,0,9.1,0,783,45,0,738,738,738,Liquor,
Item,"Moscow mule,well",273,1,0,9,0,2457,18,0,2439,2439,2439,Liquor,
Item,Great Pumpkin,1,0,0,12,0,12,0,0,12,12,12,Liquor,
Item,Agave Cortes Anejo,5,1,0,13,0,65,0,0,65,65,65,Liquor,
Item,Timbal Vermouth,2,0,0,7,0,14,0,0,14,14,14,Liquor,
Item,Rothrock cold brew,71,0,0,5,0,355,0,0,355,355,355,Liquor,
Item,Quir Royale,112,3,1,14,0,1582,28,0,1554,1554,1554,Liquor,
Item,White Lady Red Suit,156,0,0,17,0,2652,17,0,2635,2635,2635,Liquor,
Item,Hornitos BB,5,0,0,9,0,45,0,0,45,45,45,Liquor,
Item,Novo Cachaca,4,0,0,13,0,52,15,0,37,37,37,Liquor,
Item,CH Olives,13,0,0,5,0,68.9,0,3.9,65,65,68.9,Food,
Item,CH Bibb Salad,15,0,0,17,0,269.28,17,14.28,238,238,252.28,Food,
Item,Tequila Sunrise,12,0,0,8,0,96,0,0,96,96,96,Liquor,
Item,Jagermeister,28,0,0,6.11,0,171,0,0,171,171,171,Liquor,
Item,CH Entenschnitzel,24,0,2,24,0,651.36,168,27.36,456,456,483.36,Food,
Item,Aberlour,3,0,0,16,0,48,0,0,48,48,48,Liquor,
Item,Barr Hill Tomcat,15,1,0,18.13,0,272,19,0,253,253,253,Liquor,
Item,XL Lindeman Frambois,1,0,0,12,0,12,0,0,12,12,12,Bottle Beer,
Item,Sierra Nevada Pale Ale,85,0,0,7,0,595,7,0,588,588,588,Bottle Beer,
Item,"Caipirinha, upcharge",5,0,0,14,0,70,0,0,70,70,70,Liquor,
Item,D/ Lavery Breakfast Stout SHORT,49,1,0,8,0,392,8,0,384,384,384,Draft Beer,
Item,Sazerac,41,4,0,15.24,0,625,15,0,610,610,610,Liquor,
Item,CH Pommes Fritten (Fries),51,0,0,9.63,0,516.26,70,25.26,421,421,446.26,Food,
Item,Creme De Menthe,9,0,0,4,0,36,0,0,36,36,36,Liquor,
Item,CH Black Kale Caesar,7,0,0,12,0,88.32,12,4.32,72,72,76.32,Food,
Item,Myers Dark Rum,15,0,0,8.47,0,127,0,0,127,127,127,Liquor,
Item,CH Swordfish,25,0,2,23.11,0,648.84,210,24.84,414,414,438.84,Food,
Item,Pimm's,5,2,0,7.8,0,39,0,0,39,39,39,Liquor,
Item,B/A Boulevardier,546,2,0,13.68,0,7471,183,0,7288,7288,7288,Liquor,
Item,Jim Beam Black,1,0,0,7,0,7,0,0,7,7,7,Liquor,
Item,Open Beer Bottle,1,0,0,5,0,5,0,0,5,5,5,Bottle Beer,
Item,CH Lamb Meatballs,26,0,1,17,0,482.72,63.75,23.72,395.25,395.25,418.97,Food,
Item,Chartureuse Jaune,8,1,0,18,0,144,0,0,144,144,144,Liquor,
Item,Borroso Mezcal,20,0,0,13.45,0,269,14,0,255,255,255,Liquor,
Item,Balvenie 12 Year,2,0,0,20,0,40,0,0,40,40,40,Liquor,
Item,Pasubio,1,0,0,11,0,11,0,0,11,11,11,Liquor,
Item,CH Melon Salad,8,0,0,12,0,100.32,24,4.32,72,72,76.32,Food,
Item,Tomcat Martinez,30,0,0,18,0,540,36,0,504,504,504,Liquor,
Item,Big Spring Coffee,9,0,0,9.67,0,87,0,0,87,87,87,Liquor,
Item,Old Overholt Rye,122,0,0,9.89,0,1207,47,0,1160,1160,1160,Liquor,
Item,Schadenfreude,13,0,0,15,0,195,0,0,195,195,195,Liquor,
Item,360 Choco Vodka,26,1,0,11.96,0,311,7,0,304,304,304,Liquor,
Item,CH Sliders,30,0,0,17,0,535.5,85,25.5,425,425,450.5,Food,
Item,BOAL Raspberry ,6,0,0,10,0,60,0,0,60,60,60,Bottle Beer,
Item,Lillet,1,0,0,11,0,11,0,0,11,11,11,Liquor,
Item,Open Retail Nontax,1,0,0,2,0,2,0,0,2,2,2,Retail Nontax,
Item,D/ Big Hill Cider,1083,4,3,7,0,7602,119,0,7483,7483,7483,Draft Beer,
Item,Beiwagen,149,1,0,14,0,2086,28,0,2058,2058,2058,Liquor,
Item,M Chum T,47,0,0,22,0,1034,44,0,990,990,990,Retail Nontax,
Item,Smith and Cross,58,0,2,9.22,0,553,36,0,517,517,517,Liquor,
Item,Zirbenz,5,0,0,13.8,0,69,0,0,69,69,69,Liquor,
Item,Milagro select repo,2,0,0,18,0,36,0,0,36,36,36,Liquor,
Item,CH Winter Arugula ,12,0,1,14,0,190.82,35,8.82,147,147,155.82,Food,
Item,CH Bagel Everything,4,0,0,7,0,29.26,7,1.26,21,21,22.26,Food,
Item,Fernet Branca,59,2,0,10.03,0,592,0,0,592,592,592,Liquor,
Item,CH Fixins,3,0,0,45,0,140.4,45,5.4,90,90,95.4,Food,
Item,Talisker,15,0,0,16.67,0,250,0,0,250,250,250,Liquor,
Item,Cocchi Americano,3,0,0,9.33,0,28,0,0,28,28,28,Liquor,
Item,Abominable Fizz,118,0,0,15,0,1770,90,0,1680,1680,1680,Liquor,
Item,Toki Blended,31,0,0,8.32,0,258,24,0,234,234,234,Liquor,
Item,Zaya,84,0,0,7.14,0,600,21,0,579,579,579,Liquor,
Item,Weihensteph,110,2,0,8,0,880,32,0,848,848,848,Bottle Beer,
Item,Espresso martini,940,2,0,14,0,13160,126,0,13034,13034,13034,Liquor,
Item,La Gritona Repo,134,0,0,9.92,0,1329,31.5,0,1297.5,1297.5,1297.5,Liquor,
Item,CH Calamari,17,0,0,12,0,215.16,18,11.16,186,186,197.16,Food,
Item,Belvedere,49,0,1,11.9,0,595,76,0,519,519,519,Liquor,
Item,Clausthauler N/A,301,1,1,6,0,1812,63,0,1749,1749,1749,Bottle Beer,
Item,CH Kartoffelsalat,22,2,0,8,0,185.36,20,9.36,156,156,165.36,Food,
Item,Four Roses,27,0,0,12.37,0,334,0,0,334,334,334,Liquor,
Item,Tonic,215,4,0,4,0,908.48,48,48.48,812,812,860.48,Beverage,
Item,Chocolate Manhatten,4,0,0,14,0,56,0,0,56,56,56,Liquor,
Item,Barr Hill,48,0,0,15.63,0,750,28,0,722,722,722,Liquor,
Item,Glengoyne 12,3,0,0,17,0,51,0,0,51,51,51,Liquor,
Item,Manatawny HSC,1,0,0,12,0,12,0,0,12,12,12,Liquor,
Item,Aperol Spritz,386,2,0,11.9,0,4593,36,0,4557,4557,4557,Liquor,
Item,B/A Mezcal OF,704,2,0,13.31,0,9370,206,0,9164,9164,9164,Liquor,
Item,Agave de Cortez Mezcal,5,0,0,12.8,0,64,24,0,40,40,40,Liquor,
Item,"1oz shot, Octoberfest",1,0,0,5,0,5,0,0,5,5,5,Liquor,
Item,CH Latkes,33,0,2,11,0,403.15,82.5,18.15,302.5,302.5,320.65,Food,
Item,Hot Choc Boozy,16,0,0,9,0,144,0,0,144,144,144,Liquor,
Item,"CH Tin, Salmon Sichuan",6,0,0,23,0,146.28,0,8.28,138,138,146.28,Food,
Item,"CH Tin, Lemon Pepper Sm Oysters",19,0,0,18,0,361.44,18,19.44,324,324,343.44,Food,
Item,CH Summer Pasta,10,0,0,19,0,199.12,38,9.12,152,152,161.12,Food,
Item,Salers,4,0,0,10,0,40,0,0,40,40,40,Liquor,
Item,Smirnoff,1004,8,2,6.68,0,6717,136,0,6581,6581,6581,Liquor,
Item,CH Streusel,1,0,0,10,0,10.6,0,0.6,10,10,10.6,Food,
Item,Hendricks,205,5,1,16.1,0,3317,80,0,3237,3237,3237,Liquor,
Item,Naked & Afraid,2,0,0,15,0,30,15,0,15,15,15,Liquor,
Item,Heaven Hill,3,0,0,12,0,36,12,0,24,24,24,Liquor,
Item,CH Lobster Mac,14,0,0,21,0,307.86,63,13.86,231,231,244.86,Food,
Item,CH Potato Skins,32,0,1,10,0,348.6,20,18.6,310,310,328.6,Food,
Item,CH Streuselkuchen,4,0,1,10,0,50.9,35,0.9,15,15,15.9,Food,
Item,Plantation 3Star,33,0,0,11.06,0,365,13,0,352,352,352,Liquor,
Item,CH Butterscotch Mousse,9,0,0,10,0,94.8,10,4.8,80,80,84.8,Food,
Item,CH Crabcakes,34,0,1,15,0,551.1,90,26.1,435,435,461.1,Food,
Item,D/ Helltown Brown,136,0,0,7.09,0,964,14,0,950,950,950,Draft Beer,
Item,Brooklyn,98,0,1,16.93,0,1676,34,0,1642,1642,1642,Liquor,
Item,Sotol La Higuera,10,0,0,12.2,0,122,0,0,122,122,122,Liquor,
Item,CH Pretzel,27,0,0,10,0,285.3,15,15.3,255,255,270.3,Food,
Item,CH Pita,167,0,14,14.17,0,2692.86,413,127.86,2152,2152,2279.86,Food,
Item,Earl Grey Scotchtoberfest,242,3,0,17,0,4114,17,0,4097,4097,4097,Liquor,
Item,Cold Brew Cup,35,1,0,5,0,183.7,30,8.7,145,145,153.7,Beverage,
Item,Flor del Desierto,20,0,0,22.2,0,444,24,0,420,420,420,Liquor,
Item,Lustau Vermouth,30,0,0,6.77,0,203,0,0,203,203,203,Liquor,
Item,Sambuca,11,0,1,7,0,84,3.5,0,80.5,80.5,80.5,Liquor,
Item,Mezcapeta,337,0,0,15,0,5055,75,0,4980,4980,4980,Liquor,
Item,CH Chicken Caesar,16,0,0,13,0,219.31,19.5,11.31,188.5,188.5,199.81,Food,
Item,Sex on Beach,27,0,0,10,0,270,30,0,240,240,240,Liquor,
Item,"CH Tin, Garlic Mackerel",7,0,0,14,0,103.88,0,5.88,98,98,103.88,Food,
Item,CH Custard,6,0,1,8,0,58.64,12,2.64,44,44,46.64,Food,
Item,D/ Cabernet,668,1,1,9,0,6021,252,0,5769,5769,5769,Wine,
Item,"CH Tin, Tuna Ratatouille",9,0,0,20,0,190.8,0,10.8,180,180,190.8,Food,
Item,Casamigos Anejo,0,1,0,0,0,0,0,0,0,0,0,Liquor,
Item,CH Hot Dog Feature,58,0,0,13.4,0,814.42,153.75,37.42,623.25,623.25,660.67,Food,
Item,Olives,1,0,0,6,0,6.36,0,0.36,6,6,6.36,Food,
Item,Madeira Pour,2,0,0,9,0,18,0,0,18,18,18,Liquor,
Item,"CH Tin, Sardines Coconut Curry",7,0,0,14,0,103.88,0,5.88,98,98,103.88,Food,
Item,Caiparinia,142,3,1,13,0,1859,195,0,1664,1664,1664,Liquor,
Item,CH Cheese Fries,49,0,0,9.61,0,495.66,60,24.66,411,411,435.66,Food,
Item,Cosmopolitan,297,4,0,11,0,3267,11,0,3256,3256,3256,Liquor,
Item,Milagro Silver,179,0,0,9.81,0,1756,18,0,1738,1738,1738,Liquor,
Item,CH Butternut,9,0,0,9,0,85.32,9,4.32,72,72,76.32,Food,
Item,Amaro Della Sacra,6,0,0,9.67,0,58,0,0,58,58,58,Liquor,
Item,Knob Creek HSC SB Rye,25,0,0,17.96,0,449,51,0,398,398,398,Liquor,
Item,limencello,4,0,0,10.25,0,41,0,0,41,41,41,Liquor,
Item,D/ Saison Allagash,51,0,0,7,0,357,7,0,350,350,350,Draft Beer,
Item,Ch Olives,16,0,0,8,0,134.51,19.5,6.51,108.5,108.5,115.01,Food,
Item,B/A Chet Baker,377,1,0,13.32,0,5023,13,0,5010,5010,5010,Liquor,
Item,B/A Vieux CarrÃ©,10,0,0,15,0,150,0,0,150,150,150,Liquor,
Item,Kapali,5,0,0,6.4,0,32,0,0,32,32,32,Liquor,
Item,Mocktail Special,61,2,0,10.2,0,622,0,0,622,622,622,Liquor,
Item,Stateside,6,0,0,7.67,0,46,0,0,46,46,46,Liquor,
Item,Mal Bien Isidro Rodriguez,1,0,0,16,0,16,0,0,16,16,16,Liquor,
Item,RumChata,15,0,1,7,0,112,3.5,0,108.5,108.5,108.5,Liquor,
Item,Laguvulin 16,10,0,0,24,0,240,0,0,240,240,240,Liquor,
Item,Bailey's,19,0,0,8.21,0,156,0,0,156,156,156,Liquor,
Item,CH Parfait,103,1,5,8.34,0,946.18,148,45.18,753,753,798.18,Food,
Item,CH Cheese Toast,14,0,0,11,0,160.27,49.5,6.27,104.5,104.5,110.77,Food,
Item,Key Lime Spicy,428,1,0,10,0,4280,10,0,4270,4270,4270,Liquor,
Item,Feature Old Fashioned Humbug,400,1,0,17.38,0,6953,169,0,6784,6784,6784,Liquor,
Item,CH Steak Wrap,47,0,3,15.52,0,812,176,36,600,600,636,Food,
Item,W Chum T,2,0,0,22,0,44,0,0,44,44,44,Retail Nontax,
Item,Woodford Rye,38,0,0,14.11,0,536,50,0,486,486,486,Liquor,
Item,Naked & Famous,137,1,0,14.01,0,1920,42,0,1878,1878,1878,Liquor,
Item,Knob Creek,83,0,0,12.14,0,1008,50,0,958,958,958,Liquor,
Item,D/ Guinness DRAFT,31,0,0,7,0,217,0,0,217,217,217,Draft Beer,
Item,CH Steak Sammy,24,0,0,19.56,0,492.22,91,22.72,378.5,378.5,401.22,Food,
Item,Open Liquor,67,5,0,9.81,0,657,175,0,482,482,482,Liquor,
Item,Ch White Bean Hummus,20,0,1,12.24,0,269.45,49.5,12.45,207.5,207.5,219.95,Food,
Item,CH Patatas Bravas,25,0,0,9,0,236.61,31.5,11.61,193.5,193.5,205.11,Food,
Item,Buffalo Trace Single,121,0,0,11.98,0,1449,0,0,1449,1449,1449,Liquor,
Item,CH Pasta,37,0,0,13.81,0,537.1,76,26.1,435,435,461.1,Food,
Item,Makers Julep,147,0,0,14.03,0,2062,70,0,1992,1992,1992,Liquor,
Item,CH Budino,7,0,0,9,0,65.7,18,2.7,45,45,47.7,Food,
Item,Marie Brizard,21,0,0,9.43,0,198,0,0,198,198,198,Liquor,
Item,Savory Danish,1,0,0,5,0,5,5,0,0,0,0,Food,
Item,Monkey 47,68,2,0,17.46,0,1187,36,0,1151,1151,1151,Liquor,
Item,Guinness Can,483,2,0,8,0,3864,120,0,3744,3744,3744,Bottle Beer,
Item,CH Greek Salad,18,0,0,12,0,227.52,24,11.52,192,192,203.52,Food,
Item,Dolin Vermouth,25,0,0,6.24,0,156,12,0,144,144,144,Liquor,
Item,Ocho Punta OP,2,0,0,20,0,40,0,0,40,40,40,Liquor,
Item,Pride Appletini,3,0,0,12,0,36,0,0,36,36,36,Liquor,
Item,Botanist,135,0,0,13,0,1755,72,0,1683,1683,1683,Liquor,
Item,CH Shrimp Ceviche,16,0,0,15,0,252.6,30,12.6,210,210,222.6,Food,
Item,Broken Heels,950,3,1,8,0,7608,80,0,7528,7528,7528,Bottle Beer,
Item,Hot Tea,171,2,0,3.08,0,556.84,12,30.84,514,514,544.84,Beverage,
Item,CH Po Boy,146,0,8,16.99,0,2749.42,392,132.42,2225,2225,2357.42,Food,
Item,CH Grilled Cheese,24,0,0,15,0,380.7,15,20.7,345,345,365.7,Food,
Item,D/ Half Acre Daisy Union IPA,258,0,0,8,0,2064,40,0,2024,2024,2024,Draft Beer,
Item,CH Fish Cakes,16,0,1,14,0,250.18,35,12.18,203,203,215.18,Food,
Item,CH B. B. L. T.,19,0,1,12,0,251.16,54,11.16,186,186,197.16,Food,
Item,Smith Oatmeal,81,0,0,9,0,729,0,0,729,729,729,Bottle Beer,
Item,Allagash Curieux,4,0,0,12,0,48,0,0,48,48,48,Bottle Beer,
Item,"CH Tin, Anchovies Basque",19,1,0,15,0,302.1,0,17.1,285,285,302.1,Food,
Item,CH Tagliatelle,232,0,7,14.69,0,3697.45,391.5,186.45,3119.5,3119.5,3305.95,Food,
Item,Rawbo de Gallo,97,0,0,15,0,1455,15,0,1440,1440,1440,Liquor,
Item,Vesper Martini,8,0,0,14,0,112,0,0,112,112,112,Liquor,
Item,CH Cuc Salad,2,0,0,4,0,8.36,0,0.36,8,8,8.36,Food,
Item,CH Shrimp Fettuccine,9,0,1,19,0,198.55,47.5,8.55,142.5,142.5,151.05,Food,
Item,Sipsmith,25,0,0,15.64,0,391,17,0,374,374,374,Liquor,
Item,D/ New Trail IPA,131,0,0,7,0,917,7,0,910,910,910,Draft Beer,
Item,CH Endive Salad,6,0,0,11,0,69.3,11,3.3,55,55,58.3,Food,
Item,Ships Haven,1,0,0,12,0,12,0,0,12,12,12,Liquor,
Item,Ginger Beer,18,0,0,4,0,76.08,4,4.08,68,68,72.08,Beverage,
Item,"CH Tin, Sardines Tomato Sauce",8,0,0,14,0,118.72,0,6.72,112,112,118.72,Food,
Item,CH Turkey,8,0,1,24,0,223.2,96,7.2,120,120,127.2,Food,
