Product Mix Report - Chumley's ,,,,,,,,,,,,,,
01-01-2024 to 12-31-2024,,,,,,,,,,,,,,
Type,Name,Sold,Void,Comp,Price,Cost,Gross,Comps,Total Tax,Net,Gross Profit,Receipt Total,Category Name,Identifier
Item,$3 Cover Charge,1,0,0,3,0,3,0,0,3,3,3,Cover Charges,
Item,Eagle Rare SB,5,0,0,12,0,60,0,0,60,60,60,Liquor,
Item,White Negroni (Haymanâ€™s),3,0,0,13,0,39,0,0,39,39,39,Liquor,
Item,Vieux C Absinthe,10,0,0,18.3,0,183,0,0,183,183,183,Liquor,
Item,CH Insalata,1,0,0,9,0,9.54,0,0.54,9,9,9.54,Food,
Item,CH Chips,20,0,1,6,0,132.48,18,6.48,108,108,114.48,Food,
Item,Novo Cachaca Barrel,2,0,0,15,0,30,15,0,15,15,15,Liquor,
Item,Diplomatico,3,0,0,9,0,27,9,0,18,18,18,Liquor,
Item,Dewars White Label,17,0,0,10.12,0,172,12,0,160,160,160,Liquor,
Item,El Tesoro Anejo,1,0,0,14,0,14,0,0,14,14,14,Liquor,
Item,Captain Morgan,310,4,1,6.17,0,1918,30,0,1888,1888,1888,Liquor,
Item,Banhez Mezcal,70,0,0,12.06,0,844,102,0,742,742,742,Liquor,
Item,Stoli,177,0,0,7.24,0,1282,18,0,1264,1264,1264,Liquor,
Item,Mojito,84,0,0,10.02,0,842,0,0,842,842,842,Liquor,
Item,Saffron Snowflake Collins,1,0,0,13,0,13,0,0,13,13,13,Liquor,
Item,Heat Miser,159,2,1,12.07,0,1931,30,0,1901,1901,1901,Liquor,
Item,Mimosa,252,2,0,10,0,2520,30,0,2490,2490,2490,Liquor,
Item,Prosecco,489,0,0,9,0,4401,45,0,4356,4356,4356,Wine,
Item,Fireball,196,0,0,6,0,1176,36,0,1140,1140,1140,Liquor,
Item,Mocktail,1071,7,0,8.98,0,9616,156,0,9460,9460,9460,Liquor,
Item,Noloma,265,2,0,7.11,0,1883,35,0,1848,1848,1848,Liquor,
Item,D/ Bobal,1,0,0,9,0,9,0,0,9,9,9,Wine,
Item,Nolets Martini,7,0,0,18,0,126,0,0,126,126,126,Liquor,
Item,"CH Tin, Scallop Caleirada",6,0,0,15,0,95.4,0,5.4,90,90,95.4,Food,
Item,D/ BOAL Lager,331,3,1,8,0,2656,80,0,2576,2576,2576,Draft Beer,
Item,Creme de Cacao,7,0,0,4,0,28,0,0,28,28,28,Liquor,
Item,CH Kartoffelsuppe,10,0,0,11,0,116.6,0,6.6,110,110,116.6,Food,
Item,Lucca Libre,252,4,1,15,0,3795,150,0,3645,3645,3645,Liquor,
Item,Pisco Sour,6,0,0,13,0,78,0,0,78,78,78,Liquor,
Item,Bobar Syrah,3,0,0,15,0,45,0,0,45,45,45,Wine,
Item,Macallans 12,23,0,0,18,0,414,0,0,414,414,414,Liquor,
Item,CH Chowder,35,1,3,7.58,0,301.86,57,13.86,231,231,244.86,Food,
Item,Lindeman Fram,69,0,0,11.07,0,764,0,0,764,764,764,Bottle Beer,
Item,Mahon Martini stuffed olives,22,0,0,16,0,352,32,0,320,320,320,Liquor,
Item,D/ Sauv Blanc,389,7,0,9,0,3501,72,0,3429,3429,3429,Wine,
Item,Eagle Rare,14,0,0,11.14,0,156,10,0,146,146,146,Liquor,
Item,Frangelico,21,0,0,7.86,0,165,0,0,165,165,165,Liquor,
Item,Mezpresso,44,0,0,15,0,660,15,0,645,645,645,Liquor,
Item,CH Dates,114,1,3,9.49,0,1170.45,102.5,60.45,1007.5,1007.5,1067.95,Food,
Item,Jagermule,115,1,0,10,0,1150,10,0,1140,1140,1140,Liquor,
Item,Duvel,88,1,0,9.61,0,846,0,0,846,846,846,Bottle Beer,
Item,CH Winter Salad,10,0,1,11,0,127.6,11,6.6,110,110,116.6,Food,
Item,Dads Hat Rye,24,0,0,14.08,0,338,15,0,323,323,323,Liquor,
Item,D/ Maine Lunch IPA,129,0,0,7,0,903,14,0,889,889,889,Draft Beer,
Item,Pride Gin Tonic Special,6,0,0,10,0,60,10,0,50,50,50,Liquor,
Item,"Bottle, Kalls Riesling",0,1,0,0,0,0,0,0,0,0,0,Wine,
Item,Asbach Uralt,7,0,0,12.43,0,87,28,0,59,59,59,Liquor,
Item,Winter sangria,166,2,0,13,0,2158,13,0,2145,2145,2145,Liquor,
Item,Absolut,575,5,0,8.7,0,5004,27,0,4977,4977,4977,Liquor,
Item,Mahon,6,0,0,14.83,0,89,12,0,77,77,77,Liquor,
Item,Shirley Temple,51,0,0,3.5,0,189,3.5,10.5,175,175,185.5,Beverage,
Item,D/ Chardonnay,297,3,0,9,0,2673,9,0,2664,2664,2664,Wine,
Item,Pride Pins 3/$1*,61,0,0,0.94,0,60.93,0,3.59,57.34,57.34,60.93,Retail Taxable,
Item,Yamazaki 12,6,0,0,24,0,144,0,0,144,144,144,Liquor,
Item,Ilegal Mezcal,8,0,0,13.75,0,110,0,0,110,110,110,Liquor,
Item,Faccia Bruto,17,0,0,8.88,0,151,0,0,151,151,151,Liquor,
Item,One Night in Lima,0,1,0,0,0,0,0,0,0,0,0,Liquor,
Item,Cappelletti,6,0,0,7.67,0,46,0,0,46,46,46,Liquor,
Item,Aviation Cocktail,71,0,0,13,0,923,26,0,897,897,897,Liquor,
Item,Maple OF,281,1,0,14,0,3934,112,0,3822,3822,3822,Liquor,
Item,Cheerios,7,0,0,2.5,0,18.4,2.5,0.9,15,15,15.9,Food,
Item,Alpamanta Malbec,11,0,0,15,0,165,0,0,165,165,165,Wine,
Item,Santiago,129,0,0,15,0,1935,30,0,1905,1905,1905,Liquor,
Item,Russ Rsv Sb,4,2,0,19.25,0,77,0,0,77,77,77,Liquor,
Item,Cynar,11,0,0,8.36,0,92,0,0,92,92,92,Liquor,
Item,Bombay Sapphire,150,0,0,13.09,0,1964,51,0,1913,1913,1913,Liquor,
Item,Ardbeg 10 Year,23,0,0,14.96,0,344,0,0,344,344,344,Liquor,
Item,Lemonade,14,0,0,3.29,0,48.85,0,2.79,46.06,46.06,48.85,Beverage,
Item,Mezgroni Sour,1,0,0,14,0,14,14,0,0,0,0,Liquor,
Item,Iced Tea,13,0,0,3.29,0,45.17,3.29,2.4,39.48,39.48,41.88,Beverage,
Item,D/ Corsendonk Xmas,38,0,0,10,0,380,0,0,380,380,380,Draft Beer,
Item,Abstinent Reindeer,2,0,0,12,0,24,0,0,24,24,24,Liquor,
Item,Tombo Soju,1,0,0,6,0,6,0,0,6,6,6,Liquor,
Item,Averell Sidecar,73,0,0,13.04,0,952,26,0,926,926,926,Liquor,
Item,Pisco,8,0,0,9,0,72,0,0,72,72,72,Liquor,
Item,Monkey 47 martini,24,0,0,18,0,432,18,0,414,414,414,Liquor,
Item,Jameson,330,0,0,8.2,0,2705,96,0,2609,2609,2609,Liquor,
Item,CH Naan,70,1,1,9.94,0,744.91,57.5,38.91,648.5,648.5,687.41,Food,
Item,Key Lime Marg,3009,23,4,9,0,27117,396,0,26721,26721,26721,Liquor,
Item,Gin & Tonic,2120,8,2,12.84,0,27237,436,0,26801,26801,26801,Liquor,
Item,D/ Kirin Ichiban,129,1,0,7,0,903,49,0,854,854,854,Draft Beer,
Item,CH Side of Fries,208,5,18,9.02,0,2142.7,293,104.7,1745,1745,1849.7,Food,
Item,D/ Sly Fox Helles,262,1,0,7,0,1834,140,0,1694,1694,1694,Draft Beer,
Item,Godiva Dark,4,0,0,7,0,28,0,0,28,28,28,Liquor,
Item,Crown Royal,87,0,0,7.59,0,660,7,0,653,653,653,Liquor,
Item,Paper Plane,8,0,0,13,0,104,0,0,104,104,104,Liquor,
Item,Ch Zuppa,9,1,0,9,0,85.86,0,4.86,81,81,85.86,Food,
Item,Negroni Blanco,1,0,0,14,0,14,0,0,14,14,14,Liquor,
Item,Elijah Craig Small Batch,8,0,0,9.75,0,78,0,0,78,78,78,Liquor,
Item,Basil Haydens ,116,1,0,13.53,0,1569,42,0,1527,1527,1527,Liquor,
Item,Chazalettes Vermouth,69,0,0,8.41,0,580,16,0,564,564,564,Liquor,
Item,Ketel Cuc,1,0,0,13,0,13,0,0,13,13,13,Liquor,
Item,D/ BOAL Belg Table,267,1,0,8,0,2136,32,0,2104,2104,2104,Draft Beer,
Item,CH Bagel Plain,37,1,1,11.08,0,444.76,25,23.76,396,396,419.76,Food,
Item,Scarlet Ibis,6,1,0,12,0,72,23,0,49,49,49,Liquor,
Item,Juice,18,1,0,3.5,0,66.57,3.5,3.57,59.5,59.5,63.07,Beverage,
Item,CH Pretzel,99,1,8,11.41,0,1276.98,265,55.98,956,956,1011.98,Food,
Item,Averell,3,0,0,9,0,27,0,0,27,27,27,Liquor,
Item,Glenfarclas 21,4,0,0,21,0,84,0,0,84,84,84,Liquor,
Item,Bluecoat,52,0,0,14.21,0,739,90,0,649,649,649,Liquor,
Item,Hornitos Repo,43,1,0,10.72,0,461,11,0,450,450,450,Liquor,
Item,Oyster Shooter,42,0,0,9,0,378,9,0,369,369,369,Liquor,
Item,Lagavulin,1,2,0,19,0,19,0,0,19,19,19,Liquor,
Item,Cointreau,5,0,0,8.8,0,44,8,0,36,36,36,Liquor,
Item,Pineapple Upside Down Cake,143,0,0,6.71,0,959,0,0,959,959,959,Liquor,
Item,White Russian,342,2,1,10,0,3431,20,0,3411,3411,3411,Liquor,
Item,Reisdorff,160,0,0,9.26,0,1482,46,0,1436,1436,1436,Bottle Beer,
Item,Americano,7,0,0,12,0,84,0,0,84,84,84,Liquor,
Item,CH Salmon Dip,24,0,1,14.2,0,374.62,28,19.62,327,327,346.62,Food,
Item,X Kamikaze,35,0,0,7,0,245,14,0,231,231,231,Liquor,
Item,Ottos Zenos Rye,120,0,0,8,0,960,0,0,960,960,960,Bottle Beer,
Item,Founder All Day,114,1,0,6.69,0,763,7,0,756,756,756,Bottle Beer,
Item,Rawb Roy,87,1,0,18,0,1566,36,0,1530,1530,1530,Liquor,
Item,Leblon Cachaca,4,0,0,12,0,48,0,0,48,48,48,Liquor,
Item,CH Salmon Spread,49,0,2,10,0,537.9,45,27.9,465,465,492.9,Food,
Item,Hornitos Plata,610,0,3,8.01,0,4909,114,0,4795,4795,4795,Liquor,
Item,Plymouth,35,0,0,15.17,0,531,10,0,521,521,521,Liquor,
Item,D/ New Trail Ipa,216,3,0,7,0,1512,42,0,1470,1470,1470,Draft Beer,
Item,Mistletoe Mimosa,8,0,0,13,0,104,0,0,104,104,104,Liquor,
Item,Stella Artois,440,1,0,6.49,0,2857,39,0,2818,2818,2818,Bottle Beer,
Item,Manatawney gin,1,0,0,15,0,15,0,0,15,15,15,Liquor,
Item,D/ Slyfox IPA,302,1,0,7,0,2114,28,0,2086,2086,2086,Draft Beer,
Item,Rittenhouse Rye,5,0,0,12.2,0,61,0,0,61,61,61,Liquor,
Item,CH mushroom fritters,4,0,0,9,0,38.16,0,2.16,36,36,38.16,Food,
Item,Bols Genever,3,0,0,11.33,0,34,21,0,13,13,13,Liquor,
Item,Blanton's HSC,64,0,0,16.81,0,1076,0,0,1076,1076,1076,Liquor,
Item,Abstinence,3,0,0,10.67,0,32,8,0,24,24,24,Liquor,
Item,CH Veal Ragu,12,0,2,21,0,309.12,42,15.12,252,252,267.12,Food,
Item,Limoncello,7,0,0,7.57,0,53,0,0,53,53,53,Liquor,
Item,Chimay Red,47,3,0,12,0,564,42,0,522,522,522,Bottle Beer,
Item,Carpano Antica Vermouth,2,0,0,10,0,20,0,0,20,20,20,Liquor,
Item,CH Hummus Toast,175,0,11,10.06,0,1968.63,261.5,96.63,1610.5,1610.5,1707.13,Food,
Item,Drambuie,7,0,0,7,0,49,0,0,49,49,49,Liquor,
Item,Violet beauregard,2,0,0,13,0,26,0,0,26,26,26,Liquor,
Item,Haymans Dry,279,0,1,12.53,0,3507,122,0,3385,3385,3385,Liquor,
Item,Layali Libani,47,0,0,12,0,564,24,0,540,540,540,Liquor,
Item,Black Butte,90,0,0,7.46,0,671,31,0,640,640,640,Bottle Beer,
Item,Redbreast,11,0,0,15.18,0,167,14,0,153,153,153,Liquor,
Item,CH Garlic Pickle,43,0,8,8,0,429.36,52,21.36,356,356,377.36,Food,
Item,D/ BOAL Wheelie IPA,227,4,0,8,0,1816,88,0,1728,1728,1728,Draft Beer,
Item,Jim Beam,622,0,0,6.29,0,3911,42,0,3869,3869,3869,Liquor,
Item,Scapegrace black,61,0,1,10.85,0,673,129,0,544,544,544,Liquor,
Item,Ocho Repo,2,0,0,16,0,32,0,0,32,32,32,Liquor,
Item,Santa Sake tini,54,0,1,16,0,880,56,0,824,824,824,Liquor,
Item,Averna,6,0,0,9.17,0,55,0,0,55,55,55,Liquor,
Item,Chums Sbagliato,481,1,1,13.21,0,6367,104,0,6263,6263,6263,Liquor,
Item,CH Linguine,13,0,3,21,0,351.75,73.5,15.75,262.5,262.5,278.25,Food,
Item,Hinton Daquiri,105,0,0,13,0,1365,13,0,1352,1352,1352,Liquor,
Item,Nocello,1,0,0,14,0,14,0,0,14,14,14,Liquor,
Item,Angels Envy,55,0,0,16.11,0,886,0,0,886,886,886,Liquor,
Item,Pernod Ricard,93,1,0,9.45,0,879,45,0,834,834,834,Liquor,
Item,1809 Berliner,0,1,0,0,0,0,0,0,0,0,0,Bottle Beer,
Item,Irish Coffee,22,0,0,11,0,242,0,0,242,242,242,Liquor,
Item,Beefeater,151,0,0,11.6,0,1751,38,0,1713,1713,1713,Liquor,
Item,Brown Derby,157,0,0,13,0,2041,52,0,1989,1989,1989,Liquor,
Item,CH Rosemary Potato,84,2,6,11.84,0,1119.58,173,53.58,893,893,946.58,Food,
Item,Scone,2,0,0,5,0,10.6,0,0.6,10,10,10.6,Food,
Item,B/A Manhattan,1356,3,0,12.68,0,17190,261,0,16929,16929,16929,Liquor,
Item,Open Drink,35,1,0,8.2,0,304.22,0,17.22,287,287,304.22,Beverage,
Item,BOAL ESB,56,2,0,8,0,448,0,0,448,448,448,Bottle Beer,
Item,Knob Creek Rye,104,0,0,13.18,0,1371,30,0,1341,1341,1341,Liquor,
Item,Masaya Arak,9,0,0,10.78,0,97,39,0,58,58,58,Liquor,
Item,Campari,19,0,0,9.21,0,175,0,0,175,175,175,Liquor,
Item,Bacardi,318,2,0,7.01,0,2229,27,0,2202,2202,2202,Liquor,
Item,Knob Creek HSC SB Bourbon,9,0,0,17.67,0,159,48,0,111,111,111,Liquor,
Item,CH Fries,7,0,0,9,0,65.7,18,2.7,45,45,47.7,Food,
Item,Sazerac Rye,5,0,0,12,0,60,10,0,50,50,50,Liquor,
Item,Kir Royale,146,2,0,12,0,1752,36,0,1716,1716,1716,Liquor,
Item,Johnny Drum,10,0,0,14.8,0,148,0,0,148,148,148,Liquor,
Item,BOAL Can,40,0,0,10,0,400,20,0,380,380,380,Bottle Beer,
Item,Promiscuous Ginger,49,0,0,10,0,490,20,0,470,470,470,Liquor,
Item,Makers Mark Single Barrel,20,0,0,16.05,0,321,33,0,288,288,288,Liquor,
Item,D/ BOAL Hefeweizen,124,0,0,8,0,992,32,0,960,960,960,Draft Beer,
Item,Gift Card,26,1,1,49.44,0,375,375,0,0,0,960,Gift Card,
Item,Fidencio Classico,1,0,0,10,0,10,0,0,10,10,10,Liquor,
Item,Rittenhouse Single Barrel,113,1,0,13.24,0,1496,120,0,1376,1376,1376,Liquor,
Item,Xmas Hot Choc Boozy,250,1,0,12,0,3000,0,0,3000,3000,3000,Liquor,
Item,BOAL Farmhouse IPA,90,2,0,10,0,900,30,0,870,870,870,Bottle Beer,
Item,BOAL West Coast IPA,70,0,0,10,0,700,0,0,700,700,700,Bottle Beer,
Item,Kamikaze Cocktail,9,0,0,10,0,90,0,0,90,90,90,Liquor,
Item,D/ Nitro Draft,784,3,1,7,0,5495,105,0,5390,5390,5390,Draft Beer,
Item,Rusty Nail,7,0,0,12,0,84,0,0,84,84,84,Liquor,
Item,Digital Gift Card,11,0,0,42.27,0,0,0,0,0,0,465,Gift Card,
Item,St George vodka,4,0,0,11.5,0,46,0,0,46,46,46,Liquor,
Item,D/ BOAL Gose,158,0,0,8,0,1264,80,0,1184,1184,1184,Draft Beer,
Item,Milagro Repo,53,0,0,10.34,0,548,58,0,490,490,490,Liquor,
Item,El Dorado 8,15,0,0,11.2,0,168,0,0,168,168,168,Liquor,
Item,Tattoo,16,0,0,10,0,160,0,0,160,160,160,Liquor,
Item,Disaronno,102,0,0,11.29,0,1152,0,0,1152,1152,1152,Liquor,
Item,Ginger Rickie,292,0,0,12,0,3504,48,0,3456,3456,3456,Liquor,
Item,CH Tuna Melt,10,0,0,15,0,157.2,30,7.2,120,120,127.2,Food,
Item,Shrub Spritz,123,3,1,12.04,0,1493,36,0,1457,1457,1457,Liquor,
Item,Sicilian Vespers,285,2,1,14,0,4004,56,0,3948,3948,3948,Liquor,
Item,Dogfish Head SeaQuench,131,0,0,6.63,0,869,0,0,869,869,869,Bottle Beer,
Item,Summer Sangria,184,2,0,13,0,2392,0,0,2392,2392,2392,Liquor,
Item,CH Tigershrimp 3,1,0,0,10,0,10.6,0,0.6,10,10,10.6,Food,
Item,Open Food,330,0,0,15.65,0,5239.19,34.5,74.42,5130.27,5130.27,5204.69,Food,
Item,Mirabeau,28,1,0,14.43,0,404,110,0,294,294,294,Liquor,
Item,Pimms Cup,28,0,0,12,0,336,0,0,336,336,336,Liquor,
Item,Bookers,15,0,0,24.4,0,366,192,0,174,174,174,Liquor,
Item,Noche Perfecta,5,0,0,14,0,70,0,0,70,70,70,Liquor,
Item,Dreidelweiss,1,1,0,15,0,15,0,0,15,15,15,Liquor,
Item,D/ Troegs Pils,502,3,0,7,0,3514,105,0,3409,3409,3409,Draft Beer,
Item,Coffee,178,0,0,3,0,565.14,15,31.14,519,519,550.14,Beverage,
Item,Gilgal Cabernet,64,0,0,15,0,960,150,0,810,810,810,Wine,
Item,Jack Daniels,227,3,0,7.1,0,1612,7,0,1605,1605,1605,Liquor,
Item,El Tesoro SINGLE BARREL,65,0,0,19.42,0,1262,526,0,736,736,736,Liquor,
Item,Auchentoshan triplewood,26,0,0,14.23,0,370,0,0,370,370,370,Liquor,
Item,Straub,21,0,0,5,0,105,0,0,105,105,105,Bottle Beer,
Item,Dr Hermann Reisling,1,0,0,14,0,14,14,0,0,0,0,Wine,
Item,Fidencio Ensambl,4,0,0,20,0,80,0,0,80,80,80,Liquor,
Item,Chumleyâ€™s Hat,4,0,0,30,0,120,30,0,90,90,90,Retail Nontax,
Item,Trieste Caffe,16,0,0,13,0,208,0,0,208,208,208,Liquor,
Item,Forthhave Blue,3,0,0,16,0,48,0,0,48,48,48,Liquor,
Item,CH Sundae,143,0,8,7.07,0,1125.8,87,58.8,980,980,1038.8,Food,
Item,Sfumato,6,0,0,8.67,0,52,12,0,40,40,40,Liquor,
Item,CH Hummus,7,1,1,7,0,58.94,7,2.94,49,49,51.94,Food,
Item,Larceny,74,0,0,11.64,0,861,0,0,861,861,861,Liquor,
Item,Miller Lite,971,1,0,5.69,0,5523,12,0,5511,5511,5511,Bottle Beer,
Item,N/A Mule,20,0,0,8.2,0,164,0,0,164,164,164,Liquor,
Item,"Prosecco, Bottle",10,0,0,36,0,360,72,0,288,288,288,Wine,
Item,Saffron Bijou,168,0,0,15,0,2520,105,0,2415,2415,2415,Liquor,
Item,Weller 107,58,0,0,18.76,0,1088,312,0,776,776,776,Liquor,
Item,Mal Bien Espadin,12,0,0,12.5,0,150,28,0,122,122,122,Liquor,
Item,Sangria,315,1,2,13,0,4121,195,0,3926,3926,3926,Liquor,
Item,Makers Mark,564,0,0,11.39,0,6423,70,0,6353,6353,6353,Liquor,
Item,Athletic N/A,11,0,1,6,0,72,6,0,66,66,66,Bottle Beer,
Item,Tanqueray,106,4,0,11.98,0,1270,0,0,1270,1270,1270,Liquor,
Item,D/ Broken Goblet IPA,128,0,0,7,0,896,35,0,861,861,861,Draft Beer,
Item,Death in Venice 2.0,90,0,0,14.98,0,1348,0,0,1348,1348,1348,Liquor,
Item,Ottos Apricot,274,1,0,6.64,0,1819,13,0,1806,1806,1806,Bottle Beer,
Item,Ocho Plata,19,0,0,12.63,0,240,0,0,240,240,240,Liquor,
Item,CH Rice Pudding,19,0,0,9,0,181.26,0,10.26,171,171,181.26,Food,
Item,Nolets,23,0,0,17.87,0,411,38,0,373,373,373,Liquor,
Item,Woodford,188,3,0,12.8,0,2406,59.5,0,2346.5,2346.5,2346.5,Liquor,
Item,Four Roses Sb,12,0,0,14.58,0,175,0,0,175,175,175,Liquor,
Item,Dekyuper apple pucker,7,0,0,6.57,0,46,12,0,34,34,34,Liquor,
Item,"CH Tin, Calamari Ragout",7,0,1,16.5,0,138,32,6,100,100,106,Food,
Item,Pride Sloe Screw,50,0,0,9.24,0,462,18,0,444,444,444,Liquor,
Item,Glenfiddich 12,9,0,0,12,0,108,0,0,108,108,108,Liquor,
Item,Balvenie 14 Carribean,12,0,0,20,0,240,20,0,220,220,220,Liquor,
Item,Underberg,7,0,0,5,0,35,5,0,30,30,30,Liquor,
Item,CH Hummus,14,0,2,12,0,202.8,12,10.8,180,180,190.8,Food,
Item,Green Tea,372,0,0,6.7,0,2491,19,0,2472,2472,2472,Liquor,
Item,Rumpleminz,24,0,0,6.25,0,150,0,0,150,150,150,Liquor,
Item,Ayinger Pils,0,1,0,0,0,0,0,0,0,0,0,Bottle Beer,
Item,Harvest Punch,117,1,0,9,0,1053,36,0,1017,1017,1017,Liquor,
Item,Peach Schnapp,24,0,0,7.13,0,171,28,0,143,143,143,Liquor,
Item,Pride Blue Hawaiian,102,0,0,9.55,0,974,18,0,956,956,956,Liquor,
Item,D/ Modelo,132,0,0,7,0,924,49,0,875,875,875,Draft Beer,
Item,Song Cai,24,0,0,13.46,0,323,20,0,303,303,303,Liquor,
Item,Michelada,5,0,0,9,0,45,27,0,18,18,18,Liquor,
Item,"CH Tin, Sardines Brava",21,0,0,21,0,463.68,63,22.68,378,378,400.68,Food,
Item,Soda,349,4,0,3.29,0,1215.07,41.12,66.86,1107.09,1107.09,1173.95,Beverage,
Item,Bells 2 Heart,200,1,0,7,0,1400,21,0,1379,1379,1379,Bottle Beer,
Item,Amrut,3,0,0,18.67,0,56,0,0,56,56,56,Liquor,
Item,Milagro Anejo,11,1,0,11,0,121,0,0,121,121,121,Liquor,
Item,Elijah Craig Single Barrel,42,0,0,14.02,0,589,74,0,515,515,515,Liquor,
Item,Courvoisier VSOP,34,0,0,11.68,0,397,10,0,387,387,387,Liquor,
Item,D/ Gulden Draak,28,0,0,10,0,280,10,0,270,270,270,Draft Beer,
Item,Ketel One,390,1,0,10.07,0,3926,34,0,3892,3892,3892,Liquor,
Item,French Goodbye,8,0,0,14,0,112,0,0,112,112,112,Liquor,
Item,Open Draft Beer,161,1,0,4.7,0,756.5,34,0,722.5,722.5,722.5,Draft Beer,
Item,Del Maguey Albarradas,2,0,0,18,0,36,0,0,36,36,36,Liquor,
Item,Pinn Whipped,6,0,0,5,0,30,0,0,30,30,30,Liquor,
Item,El Tesoro Reposado,11,0,0,12.91,0,142,16,0,126,126,126,Liquor,
Item,Open Wine,7,1,0,21.93,0,153.5,0,0,153.5,153.5,153.5,Wine,
Item,CH Kebab,71,2,10,11.25,0,958.4,121,47.4,790,790,837.4,Food,
Item,Roku,107,7,0,14.44,0,1545,115,0,1430,1430,1430,Liquor,
Item,Kirsch Royale,14,0,0,18,0,252,0,0,252,252,252,Liquor,
Item,Michters Rye,38,0,0,14.61,0,555,0,0,555,555,555,Liquor,
Item,Zinfandel,8,0,0,8,0,64,8,0,56,56,56,Wine,
Item,Long Island Iced Tea,225,0,2,8.02,0,1820,32,0,1788,1788,1788,Liquor,
Item,La Grimas Masparillo,2,0,0,12,0,24,12,0,12,12,12,Liquor,
Item,"CH Tin, Mackeral Curry",15,0,0,19,0,302.1,0,17.1,285,285,302.1,Food,
Item,Angels Envy Rye,13,0,0,24.38,0,317,27,0,290,290,290,Liquor,
Item,Barenjager,7,0,0,6,0,42,0,0,42,42,42,Liquor,
Item,5 Sentidos,8,0,0,18,0,144,18,0,126,126,126,Liquor,
Item,Arts Fest Sangria,118,0,0,13,0,1534,39,0,1495,1495,1495,Liquor,
Item,Toki Highball,130,0,0,14,0,1820,14,0,1806,1806,1806,Liquor,
Item,Mediterranean Snowball,65,1,1,13,0,858,32.5,0,825.5,825.5,825.5,Liquor,
Item,PiÃ±a Colada,139,0,1,13,1668,1820,52,0,1768,100,1768,Liquor,
Item,Occidental Tobala,20,0,0,12.05,0,241,12,0,229,229,229,Liquor,
Item,D/ Allagash Tripel,119,1,0,10,0,1190,30,0,1160,1160,1160,Draft Beer,
Item,Yule Mule,245,3,0,12,0,2940,12,0,2928,2928,2928,Liquor,
Item,Knob Creek SB OF,27,1,0,18.11,0,489,54,0,435,435,435,Liquor,
Item,D/ Verdejo,74,0,3,9,0,693,54,0,639,639,639,Wine,
Item,Scapegrace,7,0,0,17.29,0,121,0,0,121,121,121,Liquor,
Item,"Martinez, Manatawney",3,0,0,13,0,39,0,0,39,39,39,Liquor,
Item,D/ Allagash,2781,10,1,7,0,19474,343,0,19131,19131,19131,Draft Beer,
Item,1792 Full Proof,3,0,0,17,0,51,16,0,35,35,35,Liquor,
Item,CH Lamb Sliders,5,0,1,26,0,162.24,52,6.24,104,104,110.24,Food,
Item,D/ LA Cabra IPA,119,0,0,7,0,833,14,0,819,819,819,Draft Beer,
Item,Alaska,177,0,0,15,1515,2655,45,0,2610,1095,2610,Liquor,
Item,Bloody Mary,56,1,0,10,0,560,20,0,540,540,540,Liquor,
Item,"Moscow mule,well",73,0,0,9,0,657,0,0,657,657,657,Liquor,
Item,Great Pumpkin,105,0,0,12,0,1260,36,0,1224,1224,1224,Liquor,
Item,Hurricane,502,0,0,9,0,4518,18,0,4500,4500,4500,Liquor,
Item,Rothrock cold brew,27,1,0,5,0,135,5,0,130,130,130,Liquor,
Item,Hornitos BB,10,0,0,9.4,0,94,0,0,94,94,94,Liquor,
Item,Salmon Tempura,8,0,1,11,0,104.61,5.5,5.61,93.5,93.5,99.11,Food,
Item,Novo Cachaca,3,0,1,14.25,0,57,29,0,28,28,28,Liquor,
Item,CH Olives,28,1,1,8.66,0,265.79,4.5,14.79,246.5,246.5,261.29,Food,
Item,Willett,9,0,0,13.33,0,120,13,0,107,107,107,Liquor,
Item,Tequila Sunrise,3,0,0,8,0,24,0,0,24,24,24,Liquor,
Item,Jagermeister,47,0,0,6.06,0,285,0,0,285,285,285,Liquor,
Item,Aberlour,2,0,0,12,0,24,12,0,12,12,12,Liquor,
Item,Barr Hill Tomcat,33,0,0,17.33,0,572,65,0,507,507,507,Liquor,
Item,Sierra Nevada Pale Ale,138,0,0,6.62,0,913,66,0,847,847,847,Bottle Beer,
Item,"Caipirinha, upcharge",32,0,0,14,0,448,0,0,448,448,448,Liquor,
Item,Sazerac,158,2,1,14.99,0,2384,75,0,2309,2309,2309,Liquor,
Item,Creme De Menthe,8,0,0,4,0,32,0,0,32,32,32,Liquor,
Item,BOAL Flanders Sour,45,0,0,10,0,450,20,0,430,430,430,Bottle Beer,
Item,CH Swordfish,6,0,0,22,0,139.26,11,7.26,121,121,128.26,Food,
Item,Pimm's,2,0,0,9,0,18,0,0,18,18,18,Liquor,
